earn,[E:n],"vt.赚, 挣得, 获得//v.赚得, 获得"
edge,[edV],"n.刀口, 利刃, 锋, 优势, 边缘, 优势, 尖锐//vt.使锋利, 挤进, 镶边, 开刃//vi.缓缓移动, 侧着移动"
effort,[5efEt],"n.努力, 成就"
encourage,[in5kQridV],"vt.鼓励, 怂恿//v.鼓励, 鼓励"
energy,[5enEdVi],"n.精力, 精神, 活力, [物]能量"
engine,[5endVin],"n.发动机, 机车, 火车头"
engineer,[7endVi5niE],"n.工程师, 技师, 火车司机, 轮机员, 工兵"
escape,[is5keip],"n.逃, 逃亡, 溢出设备, 出口, 逃跑, [植]野生//vi.逃脱, 避开, 溜走//vt.逃避, 避免, 被忘掉"
especially,[is5peFEli],"adv.特别, 尤其"
everyday,[5evridei],"adj.每天的, 日常的, 平常的, 平凡的"
exactly,[ig5zAktli],"adv.正确地, 严密地"
examine,[ig5zAmin],"v.检查, 调查, 考试"
experience,[iks5piEriEns],"n.vt.经验, 体验, 经历, 阅历"
expert,[5ekspE:t],"n.专家, 行家, [军](特等)射手//adj.老练的, 内行的, 专门的//vt.在...中当行家, 当专家"
extra,[5ekstrE],"adj.额外的, 不包括在价目内的, 特大的, 特佳的//adv.特别地, 非常, 另外//n.额外的人(或物), (报纸)号外, 上等产品, (电影)临时演员"
face,[feis],"n.脸, 面容, 表情, 威信, 正面, 地形, 外观//vt.面对, 面向, 面临, 承认, 抹盖//vi.朝, 向"
fair,[fZE],"adj.美丽的, 女性的, (肤色)白皙的, (头发)金黄的, 干净的, 公平的, (天气)晴朗的//adv.公平地, 公正地, 直接地, 清楚地//n.美好的事物, 美人, 展览会, 市集//vi.转晴"
farming,[5fB:miN],"n.耕作, 农业, 农事, 畜牧"
fat,[fAt],"n.脂肪, 肥肉//adj.肥大的, 丰满的, 肥的, 胖的, 油腻的//n.文件分配表//vt.养肥, 在...中加入脂肪//vi.长肥"
fibre,[5faibE],"n.纤维, 构造, 纤维制品, [植]须根"
figure,[5figE],"n.外形, 轮廓, 体形, 图形, 画像, 数字, 形状, 身份//vt.描绘, 塑造, 表示, 象征, 演算, 认为//vi.出现, 考虑, 出名, 扮演角色"
fire alarm,[],"n.火警, 报火机, 警钟"
fire escape,[],防火梯
firefighter,[],n.消防人员
fishing net,[],n.渔网
flat,[flAt],"adj.平坦的, 扁平的, 单调的, 倒下的, 浅的, 干脆的, 无聊的, 无力的//adv.平直地, 仰卧地, 恰恰, 正好, 断然地//n.平面, 平地, 一层, 公寓//v.(使)变平, (使)降半音"
flood,[flQd],"n.洪水, 水灾, (因雨)涨潮, [诗]水//vt.淹没, 使泛滥, 注满, 充满//vi.被水淹, 溢出, 涌进, 喷出, 涌出"
flour,[5flauE],n.面粉
fly,[flai],"n.苍蝇, 两翼昆虫, 飞行//vi.飞翔, 飘扬, 溃逃//vt.飞越, 使飘扬, 逃脱//adj.机敏的, 敏捷的"
fond,[fCnd],"adj.[只作表语]喜爱的, 多情的, 喜欢的, 宠爱的, 温柔的"
for free,[],adv.免费
force,[fC:s],"n.力量, 武力, 精力, 魄力, 势力, 暴力, [复]军队, 影响力//vt.强制, 强加, (用武力)夺取, 促使, 推动, 施加压力"
fork,[fC:k],"n.叉, 耙, 叉形物, 餐叉"
form,[fC:m],"n.形状, 形态, 外形, 表格, 形式//v.形成, 构成, 排列, (使)组成"
fortnight,[5fC:tnait],n.两星期
franc,[frANk],n.法郎
freely,[5fri:li],"adv.自由地, 直率地"
funny,[5fQni],"adj.有趣的, 好笑的, 滑稽的, 奇异的, 古怪的//n.滑稽人物"
further,[5fE:TE],"adj.更远的, 更多的, 深一层的//vt.促进, 增进, 助长//adv.更进一步地, 更远地, 此外"
gardening,[5gB:dniN],"n.园艺, 造园, 造园术, 园林工人的工作"
generally,[5dVenErEli],"adv.一般, 通常, 一般地"
gentleman,[5dVentlmEn],"n.阁下, 先生, 有身分的人, 绅士,男厕所, 男盥洗室"
gently,[5dVentli],"adv.轻轻地, 逐渐地"
get through,[],"v.到达, 做完, 通过, 度过, 打通"
give a talk,[],做报告；做演讲
go against,[],"v.反对, 违反, 不利于"
go bad,[],(食物)变坏；坏掉
god,[gCd],"(godded// godding)神化, 把...崇拜为神// 上帝"
government,[5gQvEnmEnt],"n.政府, <英>内阁, 政治, 政体"
grain,[grein],"n.谷物, 谷类, 谷粒, 细粒, 颗粒, 粮食"
grape,[greip],"n.葡萄, 葡萄树"
greatly,[5greitli],"adv.很, 非常"
hamburger,[5hAmbE:gE],"n.<美> 碎牛肉, 牛肉饼, 汉堡包"
handtruck,[`hAndtrQk],"n.手推车,手推运货车"
happiness,[5hApinis],"n.幸福, 快乐"
have a talk with,[],与…谈话
helicopter,[5helikCptE],"n.直升(飞)机, 直升机"
homeland,[5hEumlAnd],"n.祖国, 本国"
hunger,[5hQNgE],"n.饥饿, 欲望, 渴望//v.饥饿"
idiom,[5idiEm],"n.成语, 方言, 土语, 习惯用语"
in danger,[],"adv.在危险中, 垂危"
in that case,[],如果是那样的话
in the future,[],"adv.未来, 将来, 往后"
include,[in5 klu:d],"vt.包括, 包含"
increase,[in5kri:s],"n.增加, 增大, 增长//vt.增加, 加大//vi.增加, 繁殖"
ink,[iNk],n.墨水
introduction,[7intrE5dQkFEn],"n.介绍, 传入, 初步, 导言, 绪论, 入门"
invitation,[7invi5teiFEn],"n.邀请, 招待"
jewellery,[`dVu:Elri],"n.(=jewelry) [总称]珠宝, 镶嵌有宝石之饰物"
keep,[ki:p],"n.保持, 保养, 生计, 监狱, [史]要塞//vt.保持, 保存, 遵守, 经营, 看守, 拘留, 维持, 记(日记,帐等)//vi.保持, 继续不断"
keep in touch with,[],v.与...保持联络
keep on (doing sth.),[],继续(做某事)
kingdom,[5kiNdEm],"n.王国, [宗]天国, 上帝的统治, 领域"
knock out of,[],从…中敲出来
lady,[5leidi],"n.女士, 夫人, 小姐"
lead,[li:d],"vt.领导, 引导, 致使//vi.领导, (道路等)通向, 导致, 用水砣测深//n.领导, 领先, 导线, 铅, (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
lead a simple life,[],过着俭朴的生活
level,[5lev(E)l],"n.水平, 水平面, 水准, 标准, 级别//adj.同高的, 平坦的, 齐平的, 水平的//vt.使...水平, 夷平, 使同等, 瞄准, 对准//vi.变平, 拉平"
light,[lait],"n.光, 日光, 发光体, 灯//adj.轻的, 发光的, 明亮的, 浅的vt.点燃, 照亮//adv.轻地//vi.点着, 变亮"
lightly,[5laitli],"adv.轻轻地, 轻松地"
limited,[5limitid],"adj.有限的, 狭窄的, 缺乏创见的//n.高级快车"
live,[liv],"adj.活的, 生动的, 精力充沛的, 实况转播的, 点燃的//vi.活着, 生活, 居住, 流在人们记忆中//vt.过着, 度过, 经历//adv.以实况地"
live on,[],"v.继续生活, 以...为主食, 靠...生活"
lively,[5laivli],"adj.活泼的, 活跃的, 栩栩如生的, 真实的"
loaf,[lEuf],"n.一条面包, 块, 游荡//v.游荡, 虚度光阴"
look down upon,[],"蔑视, 瞧不起"
look out,[],"v.面朝, 留神, 照料"
lose one's life,[],死；牺牲
lose weight,[],v.体重减轻
main,[mein],"n.主要部分, 体力, 力量, 大陆, 要点, 干线//adj.主要的, 重要的, 全力的//n.[计] 主群组"
mainly,[5meinli],"adv.大体上, 主要地"
make a good effort,[],作很大的努力
make progress,[],"前进, 进步"
make up,[],"v.弥补, 虚构, 缝制, 整理, 包装, 和解, 编辑, 化妆//补足,拼凑"
manifesto,[7mAni5festEu],"n.宣言, 声明"
mark,[mB:k],"n.标志, 分数, 痕迹, 记号//vt.做标记于, 打分数, 标志//vi.作记号"
master,[5mB:stE],"n.主人, 雇主, (男)教师, 熟练技工, 师傅, 大师, 硕士, <称呼>少爷//adj.主人的, 熟练的, 高明的, 主要的//vt.征服, 控制, 精通"
match,[mAtF],"n.火柴, 比赛, 竞赛, 匹配, (足球, 捧球, 蓝球)比赛//v.相配, 相称, 比赛, 相比, 匹配"
meaning,[5mi:niN],"n.意义, 含意, 意图, [逻]内涵//adj.意味深长的"
medical,[5medikEl],"n.医生, 体格检查//adj.医学的, 内科的, <古>(医)药的"
metal,[5metl],n.金属
method,[5meWEd],n.方法
might,[mait],"v.(past tense, past participle of may//see may)//n.力量, 威力, 权力, 能, 可能//aux.可以"
mine,[main],"n.矿, 矿山, 矿井, 源泉, 宝库, 地雷, 水雷//vt.挖掘, 开采, 在...布雷, 破坏//vi.开矿, 埋设地雷//pron.我的"
move on,[],v.继续前进
ms,[miz],"[域] Montserrat, 蒙塞拉特岛//abbr.Microsoft,微软公司的简称//abbr.[军] Military Standard, 军标"
nationality,[7nAFE5nAliti],"n.国籍, 国家, 部落, 民族, 民族性"
native,[5neitiv],"n.本地人, 土产, 土人//adj.本国的, 出生地的, 本地的, 与生俱来的, 天赋的, 土产的, 土著的"
nature,[5neitFE],"n.自然, 自然界, 大自然, 自然状态, 本性, 天性, 种类"
necklace,[5neklis],n.项链
net,[net],"n.网, 网络, 网状物, 净利, 实价//adj.净余的, 纯粹的//vt.用网捕, 净赚, 得到//vi.编网//[域] Nerwork operations and service centers,网络服务商"
night and day,[],adv.夜以继日
non-stop,[],adj.不停的
not...any more,[],不再
note,[nEut],"n.笔记, 短信, (外交)照会, 注解, 注释, 票据, 纸币, 音符//vt.注意, 记录, 笔记"
now and then,[],adv.偶尔
ocean,[5EuFEn],"n.大海, 海洋, 许多, 广阔"
officer,[5CfisE],"n.政府官员, 军官, 警官, 船长//vt.指挥"
on fire,[],"adv.起火, 非常激动"
one after another,[],adv.接连地
one day,[],"adv.有一天, 总有一天"
operator,[5CpEreitE],"n.操作员, 工作者, (电话)接线员, 报务员, 手术员, 行家, 经营者, 算子"
organize,[5C:gEnaiz],"vt.组织, 使有机化, 给予生机//vi.组织起来"
organizer,[5C:gEnaizE],"n.组织者, 建立者, 筹办者"
ouch,[autF],int.哎唷！痛呀！
out of breath,[],adv.上气不接下气
p.m.,[7pi: 5em],下午，午后
paint,[peint],"n.油漆, 颜料, 涂料//v.油漆, (用颜料等)画, 绘, 描绘, 逼真地描述"
palace,[5pAlis],"n.宫, 宫殿"
patient,[5peiFEnt],"n.病人, 患者//adj.忍耐的, 耐心的"
pay back,[],"v.偿还(借款), 报答, 报复"
peach,[pi:tF],"n.桃子, 桃树, 桃色, <美俚>受人喜欢的人(或物)//vt.告发//vi.告密"
peasant,[5pezEnt],"n.农夫, 乡下人"
performance,[pE5fC:mEns],"n.履行, 执行, 成绩, 性能, 表演, 演奏"
period,[5piEriEd],"n.时期, 学时, 节, 句点, 周期, （妇女的）经期//adj.过去某段时期的//int.没有了"
persuade,[pE5sweid],"v.说服, 劝说, (使)相信, 劝某人做(不做)某事"
pick up,[],"v.掘地, 捡起, 获得, 使恢复精神, 加快, 看到, 随便地认识, 加速"
play a part in,[],"与...有关,对...有影响"
plough,[plau],"n.犁//v.耕, 犁, 犁耕, 费力穿过, 艰苦前进, 在考试中淘汰"
poem,[5pEuim; 5pEuem],"n.诗, 象诗一样, 美丽的东西"
point out,[],v.指出
pot,[pCt],"n.罐, 壶//v.罐装"
pound,[paund],"n.磅, 英镑, 重击, 鱼塘, 兽栏, 拘留所//vt.强烈打击, 捣烂, 监禁, 关入栏//vi.连续重击, 连续敲打, 苦干"
practise,[5prAktis],"v.练习, 实习, 实践, 实行, 操持(专业等), 竭力想, 利用(某人之轻信等), 实施"
praise,[preiz],"vt.赞扬, 歌颂, 称赞//n.赞扬, 赞美的话, 赞美, 荣耀, 称赞"
press,[pres],"n.压, 按, 印刷, 压力, 拥挤, 紧握, 新闻//vt.压, 压榨, 紧抱, 逼迫//vi.压, 逼迫, 拥挤, 受压"
pretend,[pri5tend],"vt.假装, 装扮, (作为藉口或理由)伪称"
pretty,[5priti],"adj.漂亮的, 可爱的, 优美的, 机灵的, 恰当的"
print,[print],"n.版, 印刷物, 印迹, 印章, 印刷业, 照片//v.印刷, 出版, 印于, 用印刷体写//[计]打印"
printing,[5printiN],"n.印刷, 印刷术, [纺]印花"
production,[prE5dQkFEn],"n.生产, 产品, 作品, (研究)成果"
progress,[5prEugres],"n.前进, 进步, 发展//vi.前进, 进步, 进行"
promise,[5prCmis],"vt.允诺, 答应//n.允诺, 答应, 许诺"
protect,[prE5tekt],vt.保护
provide,[prE5vaid],"v.供应, 供给, 准备, 预防, 规定"
put on performances,[],演出
put on weight,[],v.体重增加
put out,[],"v.放出, 伸出, 生产, 消除, 打扰, 麻烦, 作出努力, 使退场"
puzzled,[],adj.迷惑的；困惑的
pyramid,[5pirEmid],"n.角锥、棱椎, 金字塔, 叠罗汉//v.(使)成金字塔状, (使)渐增, (使)上涨"
quiz,[kwiz],"n.测验, 提问, 恶作剧//v.对...进行测验, 盘问, 挖苦"
rapid,[5rApid],"adj.迅速的, 飞快的, 险峻的//n.急流, 高速交通工具, 高速交通网"
realize,[5riElaiz],"vt.认识到, 了解, 实现, 实行"
rebuild,[5ri:5bild],"v.重建, 改造, 复原, 重新组建"
recently,[5ri:sEntli],adv.最近
recognize,[5rekEgnaiz],"vt.认可, 承认, 公认, 赏识//vi.具结"
refuse,[ri5fju:z],"vt.拒绝, 谢绝//n.废物, 垃圾"
regularly,[5regjulEli],"adv.有规律地, 有规则地, 整齐地, 匀称地"
remove,[ri5mu:v],"vt.移动, 开除, 移交//vi.迁移, 搬家//n.移动, 距离, 班级, 升级"
repeat,[ri5pi:t],"n.重复, 反复//vt.重做, 复述, 向他人转述, 复制, 使再现//vi.重复, 留有味道"
republic,[ri5pQblik],"n.共和国, 共和政体//adj.共和的"
rescue,[5reskju:],"vt.援救, 营救//n.援救, 营救"
research,[ri5sE:tF],"n.研究, 调查//vi.研究, 调查"
revolutionary,[5revE5lu:FEnEri],adj.革命的
ring back,[],回复电话
ring off,[],"v.挂断电话, 停止谈话, 走掉, 离开"
ripe,[raip],"adj.熟的, 成熟的, 时机成熟的//v.成熟"
rocket,[5rCkit],n.火箭//v.飞速上升
roof,[ru:f],"n.屋顶, 房顶, 顶"
rough,[rQf],"adj.粗糙的, 粗略的, 大致的, 粗野的, 粗暴的, 粗略叙述的//v.大体描述//adv.粗糙地"
sail,[seil],"v.航行(于)//vi.启航, 开船//n.帆, 篷, 航行"
salad,[5sAlEd],n.色拉
sale,[seil],"n.出售, 卖出, 贱卖, 廉价出售, 销路, 销售额"
scene,[si:n],"n.现场, 场面, 情景, 景色, 发生地点, [戏剧]一场, 布景, 道具布置"
score,[skC:; skCE],"n.得分, 乐谱, 抓痕, 二十, 终点线, 刻痕, 帐目, 起跑线//vt.把...记下, 刻划, 划线, 获得, 评价//vi.记分, 刻痕, 得分"
scores of,[],许多；大量
seed-head,[],n.种子穗
send out,[],"v.发送, 派遣, 放出"
senior,[5si:njE],"adj.年长的, 资格较老的, 地位较高的, 高级的"
separate,[5sepEreit],"adj.分开的, 分离的, 个别的, 单独的//v.分开, 隔离, 分散, 分别"
serious,[5siEriEs],"adj.严肃的, 认真的, 严重的"
sheet,[Fi:t],"n.(一)片, (一)张, 薄片, 被单, 被褥"
shoot,[Fu:t],"n.射击, 发射, 摄影, 急流//vt.射击, 投射, 伸出, 拍摄, 用完, 挥出, 给...注射, 使爆炸//vi.射出, 射击, 发出, 发芽, 射门, 拍电影"
sick,[sik],"n.病人//adj.不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的//vt.呕吐, 追击, 使狗去咬"
similar,[5similE],"adj.相似的, 类似的"
situation,[7sitju5eiFEn],"n.情形, 境遇, (建筑物等的)位置"
social,[5sEuFEl],"adj.社会的, 爱交际的, 社交的, 群居的"
soft drink,[],n.不含酒精的饮料
sort,[sC:t],"n.种类, 类别//v.分类, 拣选"
spirit,[5spirit],"n.精神, 灵魂, 幽灵, 妖精, 勇气, 火力, 热情, 情绪//vt.诱拐, 鼓励, 鼓舞"
stair,[stZE],"n.(阶梯的某)一级, 楼梯"
stand for,[],"v.代表, 代替, 象征, 支持, 做...的候选人"
steal,[sti:l],"v.偷, 窃取, 偷窃, 偷盗"
steam,[sti:m],"n.蒸汽, 水汽//vi.蒸发//vt.蒸"
steel,[sti:l],"n.钢, 钢铁"
stone,[stEun],"n.石, 石头, 宝石"
suggestion,[sE5dVestFEn],"n.提议, 意见, 暗示, 微量"
support,[sE5pC:t],"vt.支撑, 扶持, 支持, 支援, 拥护, 维持, 赡养, 忍受//n.支撑, 支持, 支援, 维持, 赡养, 支持者, 支柱"
suppose,[sE5pEuz],"vt.推想, 假设, 猜想//vi.料想//conj.假使...结果会怎样"
tea room,[],茶室
temple,[5templ],"n.庙, 寺, 神殿, 教堂, 礼拜堂, 太阳穴, 鬓角"
the High Dam,[],高坝
the Irish Sea,[],爱尔兰海
thief,[Wi:f],"n.小偷, 贼"
throat,[WrEut],"n.咽喉, 喉咙, 嗓音, 窄路, 口子//vt.用喉音说, 开沟于"
throw away,[],"v.扔掉, 丢弃"
to one's surprise,[],使...感到震惊
ton,[tQn],"n.吨, 大量, 许多"
total,[5tEutl],"n.总数, 合计//adj.总的, 全部的, 整个的//v.合计, 总数达, 达到"
translate,[trAns5leit],"vt.翻译, 解释, 转化, 转变为, 调动//vi.翻译, 能被译出"
translate...into...,[],把…译成…
trap,[trAp],"n.圈套, 陷阱, 诡计, 活板门, 存水弯, 汽水闸, (双轮)轻便马车//vi.设圈套, 设陷阱//vt.诱捕, 诱骗, 计捉, 设陷, 坑害, 使受限制"
turn down,[],"v.(被)向下折转, 拒绝"
turn over,[],"v.打翻, 营业额达到, 周转, 移交给, 反复考虑, 翻身, 折腾, 翻阅"
unable,[5Qn5eibl],"adj.不能的, 不会的"
unhealthy,[Qn5helWi],"adj.不健康的, 对健康有害的"
unite,[ju(:)5nait],"v.联合, 团结"
university,[7ju:ni5vE:siti],n.(综合)大学
unknown,[5Qn5nEun],"adj.不知道的, 未知的//n.不知名的"
valuable,[5vAljuEbl],"adj.贵重的, 有价值的, 颇有价值的"
vocabulary,[vE5kAbjulEri],"n.词汇, 词汇量, 词表"
weed,[wi:d],"n.野草, 杂草//v.除草, 铲除"
weight,[weit],"n.重力, 重量, 分量, 砝码, 重要(性), 势力, 负担, 重累"
westerner,[],"n.美国之西部的人, 西方人"
wild,[waild],"adj.野性的, 野生的, 野蛮的, 狂热的, 疯狂的"
wildlife,[5waildlaif],n.野生动植物
will,[wil; wEl; El; l],"n.意志, 决心, 意向, 遗嘱//v.aux.将, 愿意, 必须"
wine,[wain],"n.葡萄酒, 酒"
wonder,[5wQndE],"n.奇迹, 惊奇, 惊愕//vt.对...感到惊讶, 惊奇, 想知道//vi.惊讶, 怀疑//adj.非凡的, 奇妙的"
wood,[wud],"n.木头, 木材, 树木"
woodcutter,[],"n.划木者, 木版雕刻师"
works,[wEks],n.著作；作品
