Cambodia,[kAm5bEudiE],"n.高棉, 柬埔寨"
Cambodian,[kAm`bEudiEn],"n.高棉人(语), 柬埔寨人(语)糁偷? 阴暗的"
camp,[kAmp],"n.露营地, 阵营//vi.露营, 扎营"
carpet,[5kB:pit],n.地毯
carry on,[],"v.继续开展, 坚持, 举止失常"
cash crop,[],n.商品作物
cave,[keiv],"n.洞穴, 窑洞//vi.凹陷, 投降//vt.挖洞, 使凹陷"
celebrate,[5selibreit],"v.庆祝, 祝贺, 表扬, 赞美, 举行"
chain,[tFein],"n.链(条),镣铐, 一连串, 一系列//vt.用链条拴住"
chart,[tFB:t],"n.海图, 图表//vt.制图"
cheek,[tFi:k],"n.颊, 厚颜, 类似颊的事物, <俚>臀部"
cheer,[tFiE],"n.愉快, 欢呼//v.(使)快活, (对)欢呼"
chest,[tFest],"n.胸腔, 胸膛, 箱, 柜"
Cincinnati,[7sinsi5nAti],辛辛那提[美国俄亥俄州西南部城市]
clap,[klAp],"n.拍手声, 霹雳声//v.鼓掌, 轻拍"
clothing,[5klEuTiN],n.衣服
coastline,[5kEustlain],n.海岸线
cocoa,[5kEukEu],"n.可可粉, 可可饮料, 可可豆"
cold-blooded,[kEuld5blQdid],冷漠
collar,[5kClE],抓住...的领口［头颈］； 给（衣服）上衣领； 使戴项圈
colouring,[5kQlEriN],"n.色彩(美作：coloring) 谣言, 叙述, 传说"
comb,[kEum],"n.梳子, 梳, 鸡冠, 蜂巢//vi.梳(发), 搜索"
comfort,[5kQmfEt],"n.安慰, 舒适, 安慰者//vt.安慰, 使(痛苦等)缓和"
comment,[5kCment],"n.注释, 评论, 意见//vi.注释, 评论"
companion,[kEm5pAnjEn],"n.同伴, 共事者"
counter,[5kauntE],"n.计算器, 计数器, 计算者, 柜台, 筹码//adv.prep.相反地"
courage,[5kQridV],"n.勇气, 精神"
court,[kC:t],"n.法院, 庭院, 朝廷, 宫庭, 球场, 奉承, 求爱, 殷勤//vt.向...献殷勤, 追求, 设法获得(他人的支持等), 博得(喝彩), 招致(失败、危险等)//vi.求爱"
courtyard,[5kC:tjB:d],"n.庭院, 院子"
crazy,[5kreizi],"adj.疯狂的, 狂热的, (指建筑等)不安全的"
crew,[kru:],"n.全体人员, (工作)队//vbl.crow的过去式"
cure,[kjuE],"v.治愈, 治疗//n.治愈, 痊愈"
Curie,[5kjuEri]," 居里(姓氏)// Marie, 1867-1934, 生于波兰的法国女物理学家、化学家，1898年与其夫皮埃尔共同发现镭，曾获1903年诺贝尔物理学奖、1911年诺贝尔化学奖// Pierre, 1859-1906, 法国物理学家、化学家，与其妻玛丽共同发现镭，曾获1903年诺贝尔物理学奖// 放射性强度单位=3.7×10的10次方衰变\秒"
curiously,[],adv.好奇地
curtain,[5kE:tEn],"n.窗帘, 门帘//v.装上门帘"
cushion,[5kuFEn],"n.垫子, 软垫, 衬垫//v.加衬垫"
damp,[dAmp],"n.湿气//adj.潮湿的//vt.使潮湿, 阻尼, 使衰减, 使沮丧, 控制, 抑止"
day by day,[],adv.逐日
debt,[det],"n.债务, 罪过"
defence,[di5fens],"n.防卫, 防卫设备//n.[律](被告的)答辩、辩护"
defend,[di5fend],"vt.防护, 辩护, 防卫, [律]作...的辩护律师"
delight,[di5lait],"n.快乐, 高兴, 喜悦//v.(使)高兴, (使)欣喜"
delighted,[di5laitid],"adj.欣喜的, 快乐的"
department,[di5pB:tmEnt],"n.部, 局, 处, 科, 部门, 系, 学部"
department store,[],n.百货公司
description,[dis5kripFEn],"n.描写, 记述, 形容, 种类, 描述"
desert,[di5zE:t],"n.沙漠, 应得的赏罚, 功过//adj.沙漠的, 不毛的, 荒凉的//vt.放弃, 遗弃, 逃跑//vi.逃掉, 逃亡, 开小差"
desire,[di5zaiE],"vt.想望, 期望, 希望, 请求(官方丈礼)//n.愿望, 心愿, 要求//v.要求"
determination,[di tE:mi5neiFEn],"n.决心, 果断"
devote,[di5vEut],"vt.投入于, 献身"
devote to,[],把...献给// 把...专用于
dingo,[5diNgEu],n.[动] 澳洲野狗
dirt,[dE:t],"n.污垢, 泥土"
disadvantage,[7disEd5vB:ntidV],"n.不利, 不利条件, 缺点, 劣势"
disappoint,[7disE5pCint],vt.使失望
disappointing,[7disE5pCintiN],"adj.使人失望的, 令人失望的"
disappointment,[7disE5pCintmEnt],n.失望
disaster,[di5zB:stE],"n.灾难, 天灾, 灾祸"
discoverer,[],n.发现者
divorce,[di5vC:s],"n.离婚, 脱离//vt.使离婚, 与...脱离"
do the deed,[],v.产生效果
downtown,[5dauntaun],"adv.在市区, 往市区//adj.市区的"
drawer,[5drC:E],"n.抽屉, 画家, 制图员, (用复数)衬裤、内裤"
drawing,[5drC:iN],"n.图画, 制图, 素描术"
drill,[dril],"n.钻孔机, 钻子, 播种机, 军事训练, 操练, (反复)练习, 条播机//v.训练, 钻孔, 条播"
drop,[drCp],"v.滴下, 落下, (使声音等)变弱, (使价格等)下降, 使跌倒, 使结束, 不再讨论, 停止与(某人)交往//n.落下, 下降, 滴, 滴剂, 点滴, 微量, 下跌"
ducat,[5dQkEt],"n.从前流通于欧洲各国的钱币达克特, 硬币"
dull,[dQl],"adj.感觉或理解迟钝的, 无趣的, 呆滞的, 阴暗的//vt.使迟钝, 使阴暗, 缓和//vi.变迟钝, 减少"
eagerly,[],"adv.热心地, 急切地"
effect,[i5fekt],"n.结果, 效果, 作用, 影响, (在视听方面给人流下的)印象//vt.招致, 实现, 达到(目的等)? (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
elder,[5eldE(r) 老人; 父辈adj.年长的; 资格老的],"n.年长者, 老人, 父辈//adj.年长的, 资格老的"
endeavour,[in5devE],"n.<英>尽力,竭力"
endless,[5endlis],"adj.无止境的, 无穷的"
envy,[5envi],"n.vt.羡慕, 嫉妒"
Eric,[],n. 埃里克（男子名）
everyday,[5evridei],"adj.每天的, 日常的, 平常的, 平凡的"
excited,[ik5saitid],兴奋的
exist,[ig5zist],"vi.存在, 生存, 生活, 继续存在"
expedition,[7ekspi5diFEn],"n.远征, 探险队, 迅速, 派遣"
express,[iks5pres],"adj.急速的, 特殊的, 明确的//n.快车, 快递, 专使//vt.表达, 表示//adv.乘快车, 以快递方式"
failure,[5feiljE],"n.失败, 失败者, 缺乏, 失灵, 故障, 破产, 疏忽, <美>不及格"
fair,[fZE],"adj.美丽的, 女性的, (肤色)白皙的, (头发)金黄的, 干净的, 公平的, (天气)晴朗的//adv.公平地, 公正地, 直接地, 清楚地//n.美好的事物, 美人, 展览会, 市集//vi.转晴"
faith,[feiW],"n.信任, 信念, 宗教信仰, 忠实, 保证, 诺言, 约定"
fall ill,[],生病
fall to pieces,[],破碎
false,[fC:ls],"adj.错误的, 虚伪的, 假的, 无信义的, 伪造的, 人工的, 不老实的//adv.欺诈地"
fan,[fAn],"n.扇子, 鼓风机, 风扇, 迷, 狂热者, 爱好者//vt.煽动, 刺激, 扇, 吹拂//vi.飘动, 成扇形散开"
farmland,[`fB:mlAnd],n.农田
fear,[fiE],"n.恐怖, 害怕, 担心, 敬畏//v.害怕, 畏惧, 为...担心, 敬畏(神等)?"
feather,[5feTE],"n.翎毛, 轻的东西, 羽毛//vi.长羽毛//vt.用羽毛装饰, 射掉(飞禽)的羽毛"
feed on,[],"v.以...为食, 以...为能源"
fellow,[5felEu],"n.人, 家伙, 伙伴, 学会特别会员, 朋友, 同事//adj.同伴的, 同事的, 同道的"
fence,[fens],"n.栅栏, 围墙, 剑术//vt.用篱笆围住, 练习剑术, 防护//vi.击剑, 围以栅栏, 跳过栅栏, 搪塞"
fever,[5fi:vE],"n.发烧, 发热, 热病, 狂热, 高度兴奋//v.(使)发烧, (使)患热病, (使)狂热"
fierce,[fiEs],"adj.凶猛的, 猛烈的, 热烈的, 暴躁的<美>极讨厌的, 难受的, <英方>精力旺盛的"
fiercely,[`fiEsli],"adv.猛烈地, 厉害地"
Finland,[5finlEnd],n.芬兰[欧洲]
firm,[fE:m],"n.公司, (合伙)商号//adj.结实的, 坚硬的, 坚定的, 坚固的, 牢固的, 稳固的, 严格的//vt.使牢固, 使坚定//vi.变稳固, 变坚实//adv.稳固地, 坚定地"
fisherman,[5fiFEmEn],"n.渔民, 渔夫"
fist,[fist],"n.拳头, 手, 抓住, 抓牢//vt.拳打, 握成拳, 紧握"
fit,[fit],"n.突然发作, 适合, 痉挛, 一阵//adj.合适的, 恰当的, 健康的, ,准备好的//vt.适合, 安装, 使合身, 使适应, 使合格//vi.适合, 符合"
fix up,[],"v.安排, 修补, 修理, 解决, 商妥"
flash,[flAF],"[计]Macromedia 公司开发的动画编辑工具//n.闪光, 闪现, 一瞬间//vi.闪光, 闪现, 反射, 使迅速传便//vt.使闪光, 反射//adj.闪光的, 火速的"
flat,[flAt],"adj.平坦的, 扁平的, 单调的, 倒下的, 浅的, 干脆的, 无聊的, 无力的//adv.平直地, 仰卧地, 恰恰, 正好, 断然地//n.平面, 平地, 一层, 公寓//v.(使)变平, (使)降半音"
flesh,[fleF],"n.肉, (供食用的)兽肉, 肉体, 肉欲, 果肉, 蔬菜的嫩部, 亲属, 人体//vt.以肉喂(猎犬等), 使肥, 赋以血肉//vi.长胖"
flight,[flait],"n.飞行, 逃走, 飞跃, 飞机的航程, 班机, 追逐, 楼梯的一段, 射程//vi.成群飞行, 迁徙//vt.射击(飞禽), 使惊飞"
fly,[flai],"n.苍蝇, 两翼昆虫, 飞行//vi.飞翔, 飘扬, 溃逃//vt.飞越, 使飘扬, 逃脱//adj.机敏的, 敏捷的"
for ever,[],"adv.永远, 总是"
Ford,[fC:d],"福特(①姓氏 ②Henry, 1863--1947,美国汽车制造厂商 ③Gerald Rudolph, 1913-, 于1974-1976任美国第38任总统 ④Paul Leicester, 1865-1902 美国历史学家及小说家) 船尾搁浅"
forever,[fE5revE],"adv.永远, 永恒, 永久, 常常, 始终"
fortunate,[5fC:tFEnit],"adj.幸运的, 幸福的"
fountain,[5fauntin],"n.泉水, 喷泉, 源泉"
fragile,[5frAdVail],"adj.易碎的, 脆的"
freeway,[5fri:wei],n.高速公路
friendship,[5frendFip],"n.友谊, 友好"
frog,[frCg],n.青蛙//vi.捕蛙
from then on,[],从那时起
fully,[5fuli],"adv.充分地, 完全地, 足足, 至少"
gain,[gein],"n.财物的增加, 财富的获取, 利润, 腰槽, 收获//vt.得到, 增进, 赚到, 开腰槽于//vi.获利, 增加"
gift,[gift],"n.赠品, 礼物, 天赋, 才能"
give birth to,[],v.产生
give off,[],v.发出(蒸汽、光等)，长出（枝、杈等）
glance,[glB:ns],"vi.扫视, 匆匆一看//n.一瞥, 眼光, 匆匆一看"
glove,[glQv],n.手套//vt.戴手套
go by,[],"v.(从...旁)走过, 依照, 顺便走访"
go over,[],"v.(渡过...)转变, (对...进行)仔细检查, 润色, 复习"
goat,[gEut],"n.山羊, <俚>色鬼, <美俚>替罪羊"
golden,[5gEuldEn],"adj.金色的, 金黄色的, 贵重的, 极好的, 黄金的"
goose,[gu:s],"n.鹅, 雌鹅, 鹅肉, (裁缝用的有长曲柄的)熨斗//vt.突然加大油门, 嘘骂"
graduation,[7grAdju5eiFEn],"n.毕业, 毕业典礼, 刻度, 分等级"
gram,[grAm],"n.克, [植]鹰嘴豆(用作饲料)罾"
greedy,[5gri:di],"adj.贪吃的, 贪婪的, 渴望的"
Greek,[gri:k],"adj.希腊的, 希腊人的, 希腊语的//n.希腊人, 希腊语"
greet,[gri:t],"vt.问候, 向...致意, 获悉(消息), 映入眼帘"
greeting,[5gri:tiN],"n.祝贺, 问候"
grey,[grei],"adj.灰色的, 灰白的//n.灰色"
ground floor,[],第一层
gym,[dVim],"gymnasium 体育//n.体育馆, 体操"
gymnast,[5dVimnAst],n.体操运动员
gymnastics,[dVim5nAstiks],"n.体操, 体育"
ham,[hAm],"n.火腿, 大腿的后部, 大腿及臀部, 笨拙的演员//adj.过火的, 做作的//v.演得过火"
hand down,[],"v.传下来, 宣布"
hand in hand,[],"adv.手拉手, 联合"
hand out,[],"v.把...拿出来, 分发, 施舍"
handsome,[5hAnsEm],"adj.英俊的, 大方的, 慷慨的, 美观的, 堂皇的"
handstand,[5hAndstAnd],n.手倒立
Hawaii,[hB:5waii:],"n.夏威夷, 夏威夷岛"
head,[hed],"n.头, 头脑, 领袖, (队伍, 名单等)最前的部分, 人, 顶点//vt.作为...的首领, 朝向, 前进, 用头顶//vi.成头状物, 出发//adj.头的, 主要的"
help oneself to,[],v.自用
hibernate,[5haibEneit],v.冬眠
hibernation,[],"n.过冬, 冬眠, 避寒"
high-rise,[],"adj.(建筑物)超高层的, 高楼的//n.高楼, 大厦"
hilly,[5hili],"adj.多小山的, 多坡的, 陡的"
hold out,[],"v.伸出, 提供, 维持, 阻止, 制止, <美口>扣留, 声称"
Holland,[5hClEnd],n.荷兰
hot dog,[],"n.<口>热狗(一种中间夹有熏红肠并配有芥菜,作料等的面包)飘扬, 逃脱"
housewife,[5hauswaif],"n.主妇, 家庭主妇, 针线盒"
humorous,[5hju:mErEs],"adj.富幽默感的, 滑稽的, 诙谐的, 想入非非的, 异想天开的"
humour,[5hju:mE],"n.幽默, 诙谐"
ice cream,[],n.冰淇淋
identical,[ai5dentikEl],"adj.同一的, 同样的"
impersonally,[],adv.与个人无关地
importance,[im5pC:tEns],"n.重要(性), 重大, 价值, 傲慢"
in a flash,[],"立刻, 一瞬间"
in charge of,[],"负全责, 经管, 照顾"
in debt,[],负债
in honour of,[],"adv.为纪念, 为庆祝"
in search of,[],adv.寻找
inch,[intF],"n.英寸(=1\12英尺)尺, 直尺"
indeed,[in5di:d],"adv.真正地, (加强语气)确实, (表示让步)当然, 甚至, 真的吗?"
inland,[5inlEnd],"adj.内陆的, 国内的//adv.在内地, 向内地//n.内地"
insert,[in5sE:t],"vt.插入, 嵌入//n.插入物"
institute,[5institju:t],"n.学会, 学院, 协会//vt.创立, 开始, 制定, 开始(调查), 提起(诉讼)"
irrigate,[5irigeit],"vt.灌溉, 修水利, 冲洗伤口, 使潮湿//vi.进行灌溉"
irrigation,[7iri5geiFEn],"n.灌溉, 冲洗"
Italian,[i5tAljEn],"n.意大利人, 意大利语//adj.意大利的, 意大利语的, 意大利文化的"
Italy,[5itEli],"n.意大利(欧洲南部国家) 宝库, 地雷, 水雷"
jam,[dVAm],"n.果酱, 拥挤, 堵塞, 困境//vt.挤进, 使塞满, 混杂, 压碎, 使堵塞//vi.堵塞, 轧住, 拥挤"
jar,[dVB:],"n.震动, 刺耳声, 震惊, 争吵, 罐, 广口瓶//vi.震惊, 冲突, 发刺耳声, 不一致//vt.震动, 刺激"
Java,[5dVB:vE],n.爪哇//n.一种新型的计算机语言
jokingly,[],"adv.开玩笑地, 打趣地"
judge,[dVQdV],"n.法官, 审判员, 裁判员, 鉴赏家, 鉴定人, (J-)最高的审判者//vt.审理, 鉴定, 判断, 判决, 断定, 认为//vi.下判断, 作评价"
judgement,[5dVQdVmEnt],"n.审判, 判决, 判断力, 意见, 看法, 评价"
justice,[5dVQstis],"n.正义, 正当, 公平, 正确, 司法, 审判, 欣赏"
kangaroo,[7kANgE5ru:],n.[动]袋鼠
keep fit,[],保持健康
keep off,[],"v.让开, 不接近"
keep one's balance,[],v.保持平衡
keep up,[],"v.不低落, 维持, 继续"
kindergarten,[5kindE7gB:tn],"n.幼儿园//adj.幼儿园的, 初级的, 启蒙阶段的"
koala,[kEu5B:lE],"n.[动] 树袋熊(澳洲产,树栖无尾动物)地//n.内地"
landowner,[5lAndEunE(r)姓],"n.地主, 土地所有者"
Larry,[5lAri],n.拉里(Lawrence的昵称)(m.)//n.[建]拌浆锄
lead,[li:d],"vt.领导, 引导, 致使//vi.领导, (道路等)通向, 导致, 用水砣测深//n.领导, 领先, 导线, 铅, (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
leak,[li:k],"n.漏洞, 漏出, 漏出物, 泄漏, <俚>撒尿//vi.漏, 泄漏//vt.使渗漏"
learned,[5lE:nid],"adj.有学问的, 学术上的"
letter box,[],信箱
librarian,[lai5brZEriEn],"n.图书馆员, 图书管理员"
lip,[lip],"n.嘴唇, 唇缘"
liter,[5li:tE],n.公升
litre,[li:tE(r))升(容量单位)],n.(=liter)升(容量单位)
live,[liv],"adj.活的, 生动的, 精力充沛的, 实况转播的, 点燃的//vi.活着, 生活, 居住, 流在人们记忆中//vt.过着, 度过, 经历//adv.以实况地"
Liverpool,[5livEpu:l],n.利物浦（英国英格兰西部港口城市）
loose,[lu:s],"n.解放, 放任, 放纵//adj.宽松的, 不精确的, 不牢固的, 散漫的, 自由的//vt.释放, 放枪, 开船//vi.变松, 开火//adv.松散地"
loss,[lCs],"n.损失, 遗失, 失败, 输, 浪费, 错过, [军]伤亡, 降低"
luggage,[5lQgidV],"n.行李, 皮箱"
lung,[lQN],"n.肺, 呼吸器, 肺脏"
madame,[5mAdEm],"n.<法>太太, 夫人"
maid,[meid],"n.少女, 女仆"
mailbox,[],"n.<美>邮筒, 邮箱"
mailman,[`meilmAn],n.邮差
mainland,[`meinlEnd;-lAnd],n.大陆
major,[5meidVE],"n.<美>[教]主修课, [律]成年人, [乐]大调//adj.主修的, 成年的, 大调的//vi.主修"
make a promise,[],允诺
make room for,[],为...腾出空位
make sense,[],v.有意义
Malay,[mE5lei],"adj.马来西亚的//n.马来人, 马来语"
map,[mAp],"n.地图, 图//v.绘制地图"
Marie,[5mB:ri(:); mE5ri:],n. 玛丽（女子名）
mass,[mAs],"n.块, 大多数, 质量, 群众, 大量//adj.群众的, 大规模的, 集中的//vt.使集合//vi.聚集"
mat,[mAt],"n.席子, 垫子//v.铺席子"
menu,[5menju:],n.菜单
merchant,[5mE:tFEnt],"n.商人, 批发商, 贸易商, 店主//adj.商业的, 商人的"
merciful,[5mE:siful],"adj.仁慈的, 慈悲的"
mercy,[5mE:si],"n.仁慈, 宽恕, 怜悯"
microcomputer,[5maikrEukEmpju:tE(r) 失灵; 故障; 破产; 疏忽; <美>不及格],n.微型(电子)计
midday,[5middei],n.正午
Miles,[],n. 迈尔斯（男子名）
mine,[main],"n.矿, 矿山, 矿井, 源泉, 宝库, 地雷, 水雷//vt.挖掘, 开采, 在...布雷, 破坏//vi.开矿, 埋设地雷//pron.我的"
mineral,[5minErEl],"n.矿物, 矿石"
misunderstanding,[misQndE5stAndiN],"n.误会, 误解"
moneylender,[5mQnilendE(r)钡?放债者],n.(尤指经营典当的)放债者
motherland,[5mQTElAnd],n.祖国
mountainous,[5mauntinEs],"adj.多山的, 山一般的, 巨大的"
ms,[miz],"[域] Montserrat, 蒙塞拉特岛//abbr.Microsoft,微软公司的简称//abbr.[军] Military Standard, 军标"
mud,[mQd],"n.泥, 泥浆, 泥泞//abbr.Multi-User Dungeons, 多用户网络游戏//abbr.Multi-User Domuins, 多用户领域"
nearby,[5niEbai],"adj.附近的, 邻近的//adv.在附近"
neatly,[],"adv.整洁地, 优美的, 巧妙的, [酒类]纯的"
now and again,[],adv.不时
nowhere,[5nEuhwZE],"adv.无处, 到处都无"
obey,[E5bei],"v.服从, 顺从"
obviously,[5CbviEsli],adv.明显地
occur,[E5kE:],"vi.发生, 出现"
Ohio,[Eu5haiEu],n.俄亥俄州(美国州名)? 分离着
on board,[],"到船上, 在船上"
on the point of,[],adv.正要...的时候
onion,[5QnjEn],"n.洋葱//vt.加洋葱于, 因洋葱掉泪"
opposite,[5CpEzit],"adj.相对的, 对面的, 对立的, 相反的, 对等的, 对应的//n.相反的事物"
outdoors,[aut5dC:z],"n.户外//adv.在户外, 在野外//adj.=outdoor"
overcoat,[5EuvEkEut],n.外套大衣
ownership,[5EunEFip],"n.所有权, 物主身份"
ox,[Cks],"n.牛, 公牛"
part-time,[],"adj.兼职的, 部分时间的//adv.部分时间, 兼职地"
particularly,[pE5tikjulEli],"adv.独特地, 显著地"
pass by,[],"v.经过, 掠过"
passage,[5pAsidV],"n.通过, 经过, 通道, 通路, (一)段, (一)节"
pause,[pC:z],"n.中止, 暂停, 休止符//vi.暂停, 中止, 停顿, 踌躇//n.暂停//n.DOS命令：暂停批文件处理, 在继续处理之前等待按任一键"
pay off,[],"v.还清(债务等)付清, 报复, 赢利"
percentage,[pE5sentidV],"n.百分数, 百分率, 百分比"
permit,[pE(:)5mit],"n.通行证, 许可证, 执照//v.许可, 允许, 准许"
Perth,[pE:W],"珀斯, 佩思(澳大利亚城市)娴? 实况转播的, 点燃的"
pest,[pest],n.有害物
physically,[5fizik(E)li],adv.身体上地
pie,[pai],"n.馅饼, 杂乱, 喜鹊, 爱说话的人//vt.弄乱"
pile,[pail],"n.堆, 大堆, 高大建筑, <美口>大量钱财, <美>[核]反应堆, [电]电池组//vi.堆起, 堆积, 积累, 挤//vt.堆于, 累积, 堆叠, 打桩于, 用桩支撑"
pink,[piNk],"n.粉红色, 石竹花, 化身, 极致, 精华//adj.粉红的//vt.刺, 扎, 刺痛, 使变粉红色//vi.变粉红色"
plain,[plein],"n.平原, 草原//adj.简单的, 明白的, 平常的, 清晰的, 普通的, 朴素的//adv.清楚地//n.[计] 无格式"
planet,[5plAnit],n.[天]行星
play the role of,[],v.担任...角色
poet,[5pEuit; 5pEuet],n.诗人
point,[pCint],"n.点, 尖端, 分数, 要点, 分数//vt.弄尖, 指向, 指出, 瞄准, 加标点于//vi.指, 指向, 表明"
Poland,[5pEulEnd],n.波兰(中欧国家)39
politician,[pCli5tiFEn],"n.政治家, 政客"
polonium,[pE5lEuniEm],n.[化] 钋
Portia,[5pC:FiE],n.波西亚(女子名)
post,[pEust],"n.柱, 邮件, 岗位, 职位, 邮政//vt.张贴, 揭示, 邮递, 布置//vi.快速旅行//adv.加速地//abbr.[军] Passive Optical Seeker Technique, 被动光学自导的导弹技术"
poster,[5pEustE],"n.海报, 招贴, (布告, 标语, 海报等的)张贴者"
postman,[5pEustmEn],n.邮差
precious,[5preFEs],"adj.宝贵的, 贵重的, 珍爱的, 过于精致的, 珍爱的"
pride,[praid],"n.自豪, 自尊(心), 骄傲, 傲慢//vt.使自豪, 使自夸"
primary,[5praimEri],"adj.第一位的, 主要的, 初步的, 初级的, 原来的, 根源的"
primary school,[],小学
proud,[praud],"adj.自豪的, 得意的, 骄傲的, 妄自尊大的"
publicly,[5pQblikli],"adv.公然地, 舆论上"
punishment,[5pQniFmEnt],"n.惩罚, 处罚, 惩处"
purse,[pE:s],n.钱包
Quebec,[kwi5bek],魁北克(加拿大省名)
queen,[kwi:n],"n.王后, 女王"
radioactive,[5reidiEu5Aktiv],"adj.放射性的, 有辐射能的"
radium,[5reidjEm],n.[化]镭
