New Zealand,[nju: 5zi:lEnd],n.新西兰(太平洋南部岛国)
Poland,[5pEulEnd],n.波兰(中欧国家)09
Portia,[5pC:FiE],n.波西亚(女子名)
Quebec,[kwi5bek],魁北克(加拿大省名)
Rome,[rEum],"n.罗马(意大利首都), [史]罗马(古意大利一城邦,后发展成为罗马帝国)"
SOS,[esEu5es],"n.(国际通用的船舶, 飞机等的)无线电紧急呼救信号, <口>紧急求救(或求助的表示)峁┥攀"
Shylock,[5FailCk],n. 夏洛克（莎士比亚《威尼斯商人》
St.Lawrence River,[],圣劳伦斯河
Sweden,[5swi:dn],n.瑞典
Tahiti,[tB:5hi:ti],"n.塔希提岛(位于南太平洋,法属波利西亚的经济活动中心)?展示"
Tasmania,[tAz5meinjE],"n.塔斯马尼亚岛, 塔斯马尼亚州(澳大利亚州名)行?"
Venice,[5venis],n.威尼斯(意大利港市)谝恢殖羲倥缙秸蕉坊?0年代的主力机
Venus,[5vi:nEs],"n.[罗神]维纳斯, [天]金星"
Warsaw,[`wC:sC:],"n.华沙(波兰首都),华沙省(波兰省名)(诉讼)法]"
William Hartley,[5wiljEm 5ha:tli],威廉·哈特利(男名)
X-ray,[5eks5rei],X-rays X光，X射线
aborigines,[7AbE5ridVini:z],"n.土著, 原居民, (Aborigines)澳大利亚土著居民,土生动物(或植物)群"
above all,[],"adv.最重要, 首先"
according,[E5kC:diN],adv.依照
according to,[],v.依照
ache,[eik],"n.疼痛//vi.觉得疼痛, 渴望"
active,[5Aktiv],"adj.积极的, 能起作用的, 现行的, [语法]主动的, 活动的, 活跃的, 活性的//n.[语法] 主动语态, 积极分子"
actual,[5AktjuEl],"adj.实际的, 真实的, 现行的, 目前的"
admire,[Ed5maiE],"v.赞美, 钦佩, 羡慕"
advantage,[Ed5vB:ntidV],"n.优势, 有利条件, 利益"
adventure,[Ed5ventFE],"n.冒险, 冒险的经历//v.冒险"
advertise,[5AdvEtaiz],"v.做广告, 登广告"
advertisement,[Ed5vE:tismEnt],"n.广告, 做广告"
aeroplane,[5ZErEplein],n.飞机
agreement,[E5gri:mEnt],"n.同意, 一致, 协定, 协议"
agricultural,[7Agri5kQltFErEl],"adj.农业的, 农艺的"
aim,[eim],"n.目标, 目的, 瞄准//v.对...瞄准, 打算"
aircraft,[5ZEkrB:ft],n.航行器
aleutian islands,[],"n.阿留申群岛(环布于阿拉斯加半岛尖端的弧形岛屿) 解除, 饲养, 筹集"
aloud,[E5laud],adv.大声地
anyhow,[5enihau],"adv.无论如何, 总之"
argue,[5B:gju:],"vi.争论, 辩论//vt.说服"
argument,[5B:gjumEnt],"n.争论, 辩论, 论据, 论点, ～ (for,against), 意见"
ash,[AF],"n.灰, 灰烬, [植]岑树"
ashamed,[E5Feimd],"adj.惭愧的, 羞耻的"
ashtray,[5AFtrei],n.烟灰缸
astonish,[Es5tCniF],vt.使惊讶
astonishing,[Es5tCniFiN],adj.可惊异的
at sea,[],"adv.(=all at sea)在大海上, 迷茫, 弄错"
at the mercy of,[],adv.受...支配
backward(s),[],ad.向后
bake,[beik],"v.烘焙, 烤, 烧硬"
balance,[5bAlEns],"n.秤, 天平, 平衡, [商] 收支差额, 结余, 余额//v.平衡, 称, 权衡, 对比, 结算//n.资产平稳表"
bar,[bB:(r)? 体操],"n.条, 棒(常用作栅栏,扣栓物), 横木, 酒吧间, 栅, 障碍物//vt.禁止, 阻挡, 妨碍, 把门关住, 除...之外, (Bar)律师业"
battle,[5bAtl],"n.战役(指大规模会战), 战争//vi.作战, 战斗, 搏斗, 斗争"
battlefield,[5bAt(E)lfi:ld],"n.战场, 沙场"
bay,[bei],"n.海湾, 狗吠声, 绝路//vt.吠, 使走投无路//vi.吠"
be in love with,[],"v.与...恋爱, 迷恋"
be proud of,[],"v.自豪, 高兴"
be seated,[],"v.坐下, 坐落于"
be worth doing,[],值得做…
beam,[bi:m],"n.梁, 桁条, (光线的)束, 柱, 电波, 横梁//v.播送"
bear,[bZE],"n.熊//v.负担, 忍受, 带给, 具有, 挤, 向"
bee,[bi:],n.蜜蜂
believe in,[],v.信仰
bench,[bentF],n.长椅子
beyond,[bi5jCnd],"prep.在(到)...较远的一边, 超过, 那一边//adv.在远处//n.远处"
birth,[bE:W],"n.出生, 产生, 出身"
biscuit,[5biskit],"n.饼干, 小点心"
bitter,[5bitE],"adj.苦的, 痛苦的, 怀恨的"
blame,[bleim],"n.过失, 责备//vt.责备, 谴责"
bless,[bles],"vt.祝福, 保佑, <口>哎呀!我的天哪!"
board,[bC:d],"n.木板, (供特殊用途的)木板, 甲板, 膳食费用, 会议桌, 部//vt.用板盖上, 包饭, 提供膳食, 上(船、飞机等) 经历//adv.以实况地"
body-building,[],"n.加强体质, 健美运动"
bonny,[5bCni],"adj.漂亮的, 健美的"
boring,[5bC:riN],n.钻(孔)//adj.令人厌烦的
botany,[5bCtEni],n.植物学
box,[bCks],"n.盒子, 箱, 包厢, 岗亭, 一拳//v.装...入盒中, 打耳光, 拳击"
break down,[],"v.毁掉, 制服, 压倒, 停顿, 倒塌, 中止, 垮掉, 分解"
break into,[],"v.破门而入, 侵占"
break off,[],"v.中断, 折断, 突然停止, 脱落, 暂停, 断绝, 解除"
break up,[],"v.打碎, 破碎, 分裂, 结束, 衰落, 分解, 变坏, 驱散"
brick,[brik],"n.砖, 砖块, 砖形物(如茶砖,冰砖等), <口>心肠好的人"
bring in,[],"v.生产, 挣得, 介绍引进"
bucket,[5bQkit],"n.桶, 一桶的量, [桶状物]铲斗"
burst,[bE:st],"v.爆裂, 炸破, 急于, 爆发//n.突然破裂, 爆发, 脉冲"
burst into tears,[],突然大哭
butcher,[5butFE],"n.屠夫, 屠户//vt.屠宰, 屠杀"
cafe,[5kAfei; (?@) kA5fei],"n.咖啡馆, 小餐馆"
calm,[kB:m],"adj.(天气、海洋等)静的, 平静的, 镇静的, 沉着的//v.(使)平静, (使)镇定, 平息"
camp,[kAmp],"n.露营地, 阵营//vi.露营, 扎营"
carpet,[5kB:pit],n.地毯
carry on,[],"v.继续开展, 坚持, 举止失常"
cash crop,[],n.商品作物
cave,[keiv],"n.洞穴, 窑洞//vi.凹陷, 投降//vt.挖洞, 使凹陷"
celebrate,[5selibreit],"v.庆祝, 祝贺, 表扬, 赞美, 举行"
change one's mind,[],v.改变主意
chart,[tFB:t],"n.海图, 图表//vt.制图"
cheek,[tFi:k],"n.颊, 厚颜, 类似颊的事物, <俚>臀部"
cheer,[tFiE],"n.愉快, 欢呼//v.(使)快活, (对)欢呼"
clap,[klAp],"n.拍手声, 霹雳声//v.鼓掌, 轻拍"
clothing,[5klEuTiN],n.衣服
coastline,[5kEustlain],n.海岸线
cocoa,[5kEukEu],"n.可可粉, 可可饮料, 可可豆"
cold-blooded,[kEuld5blQdid],冷漠
collar,[5kClE],抓住...的领口［头颈］； 给（衣服）上衣领； 使戴项圈
comb,[kEum],"n.梳子, 梳, 鸡冠, 蜂巢//vi.梳(发), 搜索"
comfort,[5kQmfEt],"n.安慰, 舒适, 安慰者//vt.安慰, 使(痛苦等)缓和"
comment,[5kCment],"n.注释, 评论, 意见//vi.注释, 评论"
companion,[kEm5pAnjEn],"n.同伴, 共事者"
counter,[5kauntE],"n.计算器, 计数器, 计算者, 柜台, 筹码//adv.prep.相反地"
courage,[5kQridV],"n.勇气, 精神"
court,[kC:t],"n.法院, 庭院, 朝廷, 宫庭, 球场, 奉承, 求爱, 殷勤//vt.向...献殷勤, 追求, 设法获得(他人的支持等), 博得(喝彩), 招致(失败、危险等)//vi.求爱"
courtyard,[5kC:tjB:d],"n.庭院, 院子"
crazy,[5kreizi],"adj.疯狂的, 狂热的, (指建筑等)不安全的"
crew,[kru:],"n.全体人员, (工作)队//vbl.crow的过去式"
cure,[kjuE],"v.治愈, 治疗//n.治愈, 痊愈"
curiously,[],adv.好奇地
curtain,[5kE:tEn],"n.窗帘, 门帘//v.装上门帘"
cushion,[5kuFEn],"n.垫子, 软垫, 衬垫//v.加衬垫"
damp,[dAmp],"n.湿气//adj.潮湿的//vt.使潮湿, 阻尼, 使衰减, 使沮丧, 控制, 抑止"
day by day,[],adv.逐日
debt,[det],"n.债务, 罪过"
defeat,[di5fi:t],"n.击败, 战胜, 失败//vt.击败, 战胜, 使失败, 挫折//v.击败"
defence,[di5fens],"n.防卫, 防卫设备//n.[律](被告的)答辩、辩护"
defend,[di5fend],"vt.防护, 辩护, 防卫, [律]作...的辩护律师"
defense,[di5fens],"n.(D-)(美国)国防部, 防卫, 防卫物//vt.谋划抵御"
definite,[5definit],"adj.明确的, 一定的"
delight,[di5lait],"n.快乐, 高兴, 喜悦//v.(使)高兴, (使)欣喜"
delighted,[di5laitid],"adj.欣喜的, 快乐的"
department store,[],n.百货公司
description,[dis5kripFEn],"n.描写, 记述, 形容, 种类, 描述"
desert,[di5zE:t],"n.沙漠, 应得的赏罚, 功过//adj.沙漠的, 不毛的, 荒凉的//vt.放弃, 遗弃, 逃跑//vi.逃掉, 逃亡, 开小差"
desire,[di5zaiE],"vt.想望, 期望, 希望, 请求(官方丈礼)//n.愿望, 心愿, 要求//v.要求"
determination,[di tE:mi5neiFEn],"n.决心, 果断"
devote,[di5vEut],"vt.投入于, 献身"
devote to,[],把...献给// 把...专用于
dingo,[5diNgEu],n.[动] 澳洲野狗
dirt,[dE:t],"n.污垢, 泥土"
disadvantage,[7disEd5vB:ntidV],"n.不利, 不利条件, 缺点, 劣势"
disappoint,[7disE5pCint],vt.使失望
disappointing,[7disE5pCintiN],"adj.使人失望的, 令人失望的"
disappointment,[7disE5pCintmEnt],n.失望
disaster,[di5zB:stE],"n.灾难, 天灾, 灾祸"
do the deed,[],v.产生效果
downtown,[5dauntaun],"adv.在市区, 往市区//adj.市区的"
drawer,[5drC:E],"n.抽屉, 画家, 制图员, (用复数)衬裤、内裤"
drawing,[5drC:iN],"n.图画, 制图, 素描术"
drill,[dril],"n.钻孔机, 钻子, 播种机, 军事训练, 操练, (反复)练习, 条播机//v.训练, 钻孔, 条播"
drop,[drCp],"v.滴下, 落下, (使声音等)变弱, (使价格等)下降, 使跌倒, 使结束, 不再讨论, 停止与(某人)交往//n.落下, 下降, 滴, 滴剂, 点滴, 微量, 下跌"
ducat,[5dQkEt],"n.从前流通于欧洲各国的钱币达克特, 硬币"
dull,[dQl],"adj.感觉或理解迟钝的, 无趣的, 呆滞的, 阴暗的//vt.使迟钝, 使阴暗, 缓和//vi.变迟钝, 减少"
effect,[i5fekt],"n.结果, 效果, 作用, 影响, (在视听方面给人流下的)印象//vt.招致, 实现, 达到(目的等)? (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
elder,[5eldE(r) 老人; 父辈adj.年长的; 资格老的],"n.年长者, 老人, 父辈//adj.年长的, 资格老的"
endeavour,[in5devE],"n.<英>尽力,竭力"
endless,[5endlis],"adj.无止境的, 无穷的"
environment,[in5vaiErEnmEnt],"n.环境, 外界"
envy,[5envi],"n.vt.羡慕, 嫉妒"
exist,[ig5zist],"vi.存在, 生存, 生活, 继续存在"
expedition,[7ekspi5diFEn],"n.远征, 探险队, 迅速, 派遣"
express,[iks5pres],"adj.急速的, 特殊的, 明确的//n.快车, 快递, 专使//vt.表达, 表示//adv.乘快车, 以快递方式"
failure,[5feiljE],"n.失败, 失败者, 缺乏, 失灵, 故障, 破产, 疏忽, <美>不及格"
fair,[fZE],"adj.美丽的, 女性的, (肤色)白皙的, (头发)金黄的, 干净的, 公平的, (天气)晴朗的//adv.公平地, 公正地, 直接地, 清楚地//n.美好的事物, 美人, 展览会, 市集//vi.转晴"
faith,[feiW],"n.信任, 信念, 宗教信仰, 忠实, 保证, 诺言, 约定"
fall ill,[],生病
fall to pieces,[],破碎
false,[fC:ls],"adj.错误的, 虚伪的, 假的, 无信义的, 伪造的, 人工的, 不老实的//adv.欺诈地"
fan,[fAn],"n.扇子, 鼓风机, 风扇, 迷, 狂热者, 爱好者//vt.煽动, 刺激, 扇, 吹拂//vi.飘动, 成扇形散开"
farmland,[`fB:mlAnd],n.农田
fear,[fiE],"n.恐怖, 害怕, 担心, 敬畏//v.害怕, 畏惧, 为...担心, 敬畏(神等)一"
feather,[5feTE],"n.翎毛, 轻的东西, 羽毛//vi.长羽毛//vt.用羽毛装饰, 射掉(飞禽)的羽毛"
fellow,[5felEu],"n.人, 家伙, 伙伴, 学会特别会员, 朋友, 同事//adj.同伴的, 同事的, 同道的"
fence,[fens],"n.栅栏, 围墙, 剑术//vt.用篱笆围住, 练习剑术, 防护//vi.击剑, 围以栅栏, 跳过栅栏, 搪塞"
fever,[5fi:vE],"n.发烧, 发热, 热病, 狂热, 高度兴奋//v.(使)发烧, (使)患热病, (使)狂热"
fierce,[fiEs],"adj.凶猛的, 猛烈的, 热烈的, 暴躁的<美>极讨厌的, 难受的, <英方>精力旺盛的"
fiercely,[`fiEsli],"adv.猛烈地, 厉害地"
firm,[fE:m],"n.公司, (合伙)商号//adj.结实的, 坚硬的, 坚定的, 坚固的, 牢固的, 稳固的, 严格的//vt.使牢固, 使坚定//vi.变稳固, 变坚实//adv.稳固地, 坚定地"
fix up,[],"v.安排, 修补, 修理, 解决, 商妥"
flash,[flAF],"[计]Macromedia 公司开发的动画编辑工具//n.闪光, 闪现, 一瞬间//vi.闪光, 闪现, 反射, 使迅速传便//vt.使闪光, 反射//adj.闪光的, 火速的"
flat,[flAt],"adj.平坦的, 扁平的, 单调的, 倒下的, 浅的, 干脆的, 无聊的, 无力的//adv.平直地, 仰卧地, 恰恰, 正好, 断然地//n.平面, 平地, 一层, 公寓//v.(使)变平, (使)降半音"
flesh,[fleF],"n.肉, (供食用的)兽肉, 肉体, 肉欲, 果肉, 蔬菜的嫩部, 亲属, 人体//vt.以肉喂(猎犬等), 使肥, 赋以血肉//vi.长胖"
flight,[flait],"n.飞行, 逃走, 飞跃, 飞机的航程, 班机, 追逐, 楼梯的一段, 射程//vi.成群飞行, 迁徙//vt.射击(飞禽), 使惊飞"
for ever,[],"adv.永远, 总是"
forever,[fE5revE],"adv.永远, 永恒, 永久, 常常, 始终"
fortunate,[5fC:tFEnit],"adj.幸运的, 幸福的"
fountain,[5fauntin],"n.泉水, 喷泉, 源泉"
fragile,[5frAdVail],"adj.易碎的, 脆的"
freeway,[5fri:wei],n.高速公路
friendship,[5frendFip],"n.友谊, 友好"
frog,[frCg],n.青蛙//vi.捕蛙
from then on,[],从那时起
fully,[5fuli],"adv.充分地, 完全地, 足足, 至少"
gain,[gein],"n.财物的增加, 财富的获取, 利润, 腰槽, 收获//vt.得到, 增进, 赚到, 开腰槽于//vi.获利, 增加"
gather,[5gATE],"n.集合, 聚集//vi.集合, 聚集, 渐增, 蹙眉, 化脓//vt.使聚集, 搜集, 积聚, 推断"
get rid of,[],"v.摆脱, 除去"
gift,[gift],"n.赠品, 礼物, 天赋, 才能"
give birth to,[],v.产生
give off,[],v.发出(蒸汽、光等)，长出（枝、杈等）
glance,[glB:ns],"vi.扫视, 匆匆一看//n.一瞥, 眼光, 匆匆一看"
glove,[glQv],n.手套//vt.戴手套
go by,[],"v.(从...旁)走过, 依照, 顺便走访"
go over,[],"v.(渡过...)转变, (对...进行)仔细检查, 润色, 复习"
goat,[gEut],"n.山羊, <俚>色鬼, <美俚>替罪羊"
golden,[5gEuldEn],"adj.金色的, 金黄色的, 贵重的, 极好的, 黄金的"
goose,[gu:s],"n.鹅, 雌鹅, 鹅肉, (裁缝用的有长曲柄的)熨斗//vt.突然加大油门, 嘘骂"
graduation,[7grAdju5eiFEn],"n.毕业, 毕业典礼, 刻度, 分等级"
gram,[grAm],"n.克, [植]鹰嘴豆(用作饲料)"
gray,[grei],"n.灰色, 暗淡, 灰暗//adj.灰色的, 灰白的, 老的, 老练的, 阴沉的, <美俚>广告商的, 广告业的//v.(使)变灰色"
greedy,[5gri:di],"adj.贪吃的, 贪婪的, 渴望的"
greet,[gri:t],"vt.问候, 向...致意, 获悉(消息), 映入眼帘"
greeting,[5gri:tiN],"n.祝贺, 问候"
grey,[grei],"adj.灰色的, 灰白的//n.灰色"
ground floor,[],第一层
gym,[dVim],"gymnasium 体育//n.体育馆, 体操"
gymnast,[5dVimnAst],n.体操运动员
gymnastics,[dVim5nAstiks],"n.体操, 体育"
ham,[hAm],"n.火腿, 大腿的后部, 大腿及臀部, 笨拙的演员//adj.过火的, 做作的//v.演得过火"
hand down,[],"v.传下来, 宣布"
hand in hand,[],"adv.手拉手, 联合"
handsome,[5hAnsEm],"adj.英俊的, 大方的, 慷慨的, 美观的, 堂皇的"
handstand,[5hAndstAnd],n.手倒立
have...to do with,[],与…有关
heart and soul,[],adv.全心全意地
help oneself to,[],v.自用
hibernate,[5haibEneit],v.冬眠
hibernation,[],"n.过冬, 冬眠, 避寒"
high-rise,[],"adj.(建筑物)超高层的, 高楼的//n.高楼, 大厦"
high-rise block,[],高楼；大厦
hilly,[5hili],"adj.多小山的, 多坡的, 陡的"
hold out,[],"v.伸出, 提供, 维持, 阻止, 制止, <美口>扣留, 声称"
hopeless,[5hEuplis],"adj.没有希望的, 绝望的, 不可救药"
hot dog,[],"n.<口>热狗(一种中间夹有熏红肠并配有芥菜,作料等的面包)幕"
housewife,[5hauswaif],"n.主妇, 家庭主妇, 针线盒"
humorous,[5hju:mErEs],"adj.富幽默感的, 滑稽的, 诙谐的, 想入非非的, 异想天开的"
humour,[5hju:mE],"n.幽默, 诙谐"
importance,[im5pC:tEns],"n.重要(性), 重大, 价值, 傲慢"
in a flash,[],"立刻, 一瞬间"
in a word,[],adv.总之
in actual fact,[],事实上
in battle,[],在战斗中
in charge of,[],"负全责, 经管, 照顾"
in debt,[],负债
in honour of,[],"adv.为纪念, 为庆祝"
in search of,[],adv.寻找
inch,[intF],"n.英寸(=1\12英尺)束, 柱, 电波, 横梁"
indeed,[in5di:d],"adv.真正地, (加强语气)确实, (表示让步)当然, 甚至, 真的吗?"
industrial,[in5dQstriEl],"adj.工业的, 产业的, 实业的, 从事工业的//n.工业工人, [商]工业股票"
insert,[in5sE:t],"vt.插入, 嵌入//n.插入物"
institute,[5institju:t],"n.学会, 学院, 协会//vt.创立, 开始, 制定, 开始(调查), 提起(诉讼)"
irrigate,[5irigeit],"vt.灌溉, 修水利, 冲洗伤口, 使潮湿//vi.进行灌溉"
irrigation,[7iri5geiFEn],"n.灌溉, 冲洗"
jam,[dVAm],"n.果酱, 拥挤, 堵塞, 困境//vt.挤进, 使塞满, 混杂, 压碎, 使堵塞//vi.堵塞, 轧住, 拥挤"
jar,[dVB:],"n.震动, 刺耳声, 震惊, 争吵, 罐, 广口瓶//vi.震惊, 冲突, 发刺耳声, 不一致//vt.震动, 刺激"
jokingly,[],"adv.开玩笑地, 打趣地"
judge,[dVQdV],"n.法官, 审判员, 裁判员, 鉴赏家, 鉴定人, (J-)最高的审判者//vt.审理, 鉴定, 判断, 判决, 断定, 认为//vi.下判断, 作评价"
judgement,[5dVQdVmEnt],"n.审判, 判决, 判断力, 意见, 看法, 评价"
justice,[5dVQstis],"n.正义, 正当, 公平, 正确, 司法, 审判, 欣赏"
kangaroo,[7kANgE5ru:],n.[动]袋鼠
keep off,[],"v.让开, 不接近"
keep one's balance,[],v.保持平衡
keep up,[],"v.不低落, 维持, 继续"
kindergarten,[5kindE7gB:tn],"n.幼儿园//adj.幼儿园的, 初级的, 启蒙阶段的"
koala,[kEu5B:lE],"n.[动] 树袋熊(澳洲产,树栖无尾动物) 诺言, 约定"
landowner,[5lAndEunE(r)姓],"n.地主, 土地所有者"
lead,[li:d],"vt.领导, 引导, 致使//vi.领导, (道路等)通向, 导致, 用水砣测深//n.领导, 领先, 导线, 铅, (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
leak,[li:k],"n.漏洞, 漏出, 漏出物, 泄漏, <俚>撒尿//vi.漏, 泄漏//vt.使渗漏"
learned,[5lE:nid],"adj.有学问的, 学术上的"
leftover,[],"n.剩余物, 残留物, 剩菜//adj.剩余的"
librarian,[lai5brZEriEn],"n.图书馆员, 图书管理员"
lightning,[5laitniN],n.闪电//(“闪电”) 英国第一种超音速喷气式战斗机，英60年代的主力机种。
lip,[lip],"n.嘴唇, 唇缘"
litre,[li:tE(r))升(容量单位)渑娴? 实况转播的; 点燃的],"n.(=liter)升(容量单位)渑娴? 实况转播的, 点燃的"
live,[liv],"adj.活的, 生动的, 精力充沛的, 实况转播的, 点燃的//vi.活着, 生活, 居住, 流在人们记忆中//vt.过着, 度过, 经历//adv.以实况地"
loose,[lu:s],"n.解放, 放任, 放纵//adj.宽松的, 不精确的, 不牢固的, 散漫的, 自由的//vt.释放, 放枪, 开船//vi.变松, 开火//adv.松散地"
lose one's voice,[],失音；嗓子哑
loss,[lCs],"n.损失, 遗失, 失败, 输, 浪费, 错过, [军]伤亡, 降低"
luggage,[5lQgidV],"n.行李, 皮箱"
lung,[lQN],"n.肺, 呼吸器, 肺脏"
madame,[5mAdEm],"n.<法>太太, 夫人"
maid,[meid],"n.少女, 女仆"
mailbox,[],"n.<美>邮筒, 邮箱"
mainland,[`meinlEnd;-lAnd],n.大陆
major,[5meidVE],"n.<美>[教]主修课, [律]成年人, [乐]大调//adj.主修的, 成年的, 大调的//vi.主修"
make a promise,[],允诺
make sense,[],v.有意义
mass,[mAs],"n.块, 大多数, 质量, 群众, 大量//adj.群众的, 大规模的, 集中的//vt.使集合//vi.聚集"
masses of,[],大多数，大部分
mat,[mAt],"n.席子, 垫子//v.铺席子"
menu,[5menju:],n.菜单
merchant,[5mE:tFEnt],"n.商人, 批发商, 贸易商, 店主//adj.商业的, 商人的"
merciful,[5mE:siful],"adj.仁慈的, 慈悲的"
mercy,[5mE:si],"n.仁慈, 宽恕, 怜悯"
microcomputer,[5maikrEukEmpju:tE(r) 复习; 评论],n.微型(电子)计
midday,[5middei],n.正午
mineral,[5minErEl],"n.矿物, 矿石"
misunderstanding,[misQndE5stAndiN],"n.误会, 误解"
moneylender,[5mQnilendE(r)钡?放债者],n.(尤指经营典当的)放债者
motherland,[5mQTElAnd],n.祖国
mountainous,[5mauntinEs],"adj.多山的, 山一般的, 巨大的"
mud,[mQd],"n.泥, 泥浆, 泥泞//abbr.Multi-User Dungeons, 多用户网络游戏//abbr.Multi-User Domuins, 多用户领域"
multiply,[5mQltipli],"v.繁殖, 乘, 增加"
nature,[5neitFE],"n.自然, 自然界, 大自然, 自然状态, 本性, 天性, 种类"
neatly,[],"adv.整洁地, 优美的, 巧妙的, [酒类]纯的"
now and again,[],adv.不时
nowhere,[5nEuhwZE],"adv.无处, 到处都无"
obviously,[5CbviEsli],adv.明显地
on board,[],"到船上, 在船上"
on the point of,[],adv.正要...的时候
once in a while,[],adv.偶尔
oneself,[wQn5self],"pron.自己, 亲自"
onion,[5QnjEn],"n.洋葱//vt.加洋葱于, 因洋葱掉泪"
opposite,[5CpEzit],"adj.相对的, 对面的, 对立的, 相反的, 对等的, 对应的//n.相反的事物"
outdoors,[aut5dC:z],"n.户外//adv.在户外, 在野外//adj.=outdoor"
overcoat,[5EuvEkEut],n.外套大衣
ownership,[5EunEFip],"n.所有权, 物主身份"
ox,[Cks],"n.牛, 公牛"
part-time,[],"adj.兼职的, 部分时间的//adv.部分时间, 兼职地"
pass by,[],"v.经过, 掠过"
passage,[5pAsidV],"n.通过, 经过, 通道, 通路, (一)段, (一)节"
pause,[pC:z],"n.中止, 暂停, 休止符//vi.暂停, 中止, 停顿, 踌躇//n.暂停//n.DOS命令：暂停批文件处理, 在继续处理之前等待按任一键"
pay off,[],"v.还清(债务等)付清, 报复, 赢利"
percentage,[pE5sentidV],"n.百分数, 百分率, 百分比"
pest,[pest],n.有害物
physical,[5fizikEl],"adj.身体的, 物质的, 自然的, 物理的//n.体格检查"
pie,[pai],"n.馅饼, 杂乱, 喜鹊, 爱说话的人//vt.弄乱"
pile,[pail],"n.堆, 大堆, 高大建筑, <美口>大量钱财, <美>[核]反应堆, [电]电池组//vi.堆起, 堆积, 积累, 挤//vt.堆于, 累积, 堆叠, 打桩于, 用桩支撑"
pink,[piNk],"n.粉红色, 石竹花, 化身, 极致, 精华//adj.粉红的//vt.刺, 扎, 刺痛, 使变粉红色//vi.变粉红色"
plain,[plein],"n.平原, 草原//adj.简单的, 明白的, 平常的, 清晰的, 普通的, 朴素的//adv.清楚地//n.[计] 无格式"
planet,[5plAnit],n.[天]行星
play the role of,[],v.担任...角色
poet,[5pEuit; 5pEuet],n.诗人
politician,[pCli5tiFEn],"n.政治家, 政客"
polonium,[pE5lEuniEm],n.[化] 钋
post,[pEust],"n.柱, 邮件, 岗位, 职位, 邮政//vt.张贴, 揭示, 邮递, 布置//vi.快速旅行//adv.加速地//abbr.[军] Passive Optical Seeker Technique, 被动光学自导的导弹技术"
poster,[5pEustE],"n.海报, 招贴, (布告, 标语, 海报等的)张贴者"
postman,[5pEustmEn],n.邮差
precious,[5preFEs],"adj.宝贵的, 贵重的, 珍爱的, 过于精致的, 珍爱的"
pride,[praid],"n.自豪, 自尊(心), 骄傲, 傲慢//vt.使自豪, 使自夸"
product,[5prCdEkt],"n.产品, 产物, 乘积"
punishment,[5pQniFmEnt],"n.惩罚, 处罚, 惩处"
purse,[pE:s],n.钱包
queen,[kwi:n],"n.王后, 女王"
radioactive,[5reidiEu5Aktiv],"adj.放射性的, 有辐射能的"
radium,[5reidjEm],n.[化]镭
raise,[reiz],"n.上升, 高地, 提出//vt.升起, 唤起, 提高, 使出现, 解除, 饲养, 筹集, 使复活"
rather than,[],conj.胜于
